danceability;track_id;tempo;valence;artist_name;instrumentalness;album_id;key;speechiness;time_signature;duration_ms;mode;album_name;loudness;energy;liveness;album_release_date;acousticness
0.352;74eeAaPoGPuaMKpFria6Ff;101.636;0.26;Queen;3.17e-05;4z3q8RPwbnRiiQJDUwMAwH;2;0.035;4;248263;0;On Air;-9.546;0.504;0.128;2016-11-04;0.622
0.51;1OBNxuT3jiwCoZUQC6BOxB;134.94;0.466;Queen;0;4z3q8RPwbnRiiQJDUwMAwH;9;0.0569;4;229827;1;On Air;-8.595;0.718;0.0669;2016-11-04;0.225
0.374;5yCc7rZJqIf0S0ocdbdiks;95.878;0.366;Queen;0.00018;4z3q8RPwbnRiiQJDUwMAwH;9;0.0299;4;253369;1;On Air;-12.721;0.318;0.0956;2016-11-04;0.377
0.248;2UmxDvAuojcNhRExLB0Vtn;74.487;0.349;Queen;0.000112;4z3q8RPwbnRiiQJDUwMAwH;9;0.0859;4;390247;1;On Air;-10.14;0.605;0.422;2016-11-04;0.034
0.246;0ahOr0WCdsxiXQaMl2WzHr;172.297;0.383;Queen;0.0534;4z3q8RPwbnRiiQJDUwMAwH;4;0.0985;3;261455;1;On Air;-8.213;0.752;0.609;2016-11-04;0.0107
0.482;42NZJXderi4k6OcTmo4yFl;135.858;0.516;Queen;0;4z3q8RPwbnRiiQJDUwMAwH;9;0.0594;4;230736;1;On Air;-8.903;0.709;0.0485;2016-11-04;0.216
0.305;3BPe2ZIj2uMGL2k0UGAvlw;143.415;0.347;Queen;9.99e-05;4z3q8RPwbnRiiQJDUwMAwH;2;0.0901;4;389866;1;On Air;-9.402;0.62;0.507;2016-11-04;0.0953
0.336;2POORnjTVsU2PsGtjyOCs4;143.128;0.496;Queen;0.00625;4z3q8RPwbnRiiQJDUwMAwH;4;0.176;4;363669;0;On Air;-8.674;0.924;0.381;2016-11-04;0.00538
0.317;36ps082aeOkbv4FdU4r9BJ;101.188;0.309;Queen;0.143;4z3q8RPwbnRiiQJDUwMAwH;4;0.0774;4;280750;0;On Air;-7.008;0.733;0.102;2016-11-04;0.366
0.331;4HS73LXQjMzoBo18jw3o47;113.927;0.496;Queen;2.73e-05;4z3q8RPwbnRiiQJDUwMAwH;9;0.0749;4;122795;1;On Air;-7.319;0.812;0.0893;2016-11-04;0.0443
0.37;2rwEPHOai3k4O9C4ccsG0P;131.358;0.405;Queen;0.0079;4z3q8RPwbnRiiQJDUwMAwH;2;0.0679;4;357039;1;On Air;-8.488;0.77;0.238;2016-11-04;0.149
0.353;472dZ5pFJU8HKHWWcgIt49;139.585;0.525;Queen;0.0522;4z3q8RPwbnRiiQJDUwMAwH;4;0.0867;4;428999;1;On Air;-8.845;0.806;0.103;2016-11-04;0.124
0.423;6PJxLgEyS8rFWYEhDVj4vo;100.428;0.369;Queen;2.62e-06;4z3q8RPwbnRiiQJDUwMAwH;4;0.165;4;166800;1;On Air;-7.136;0.974;0.249;2016-11-04;0.146
0.423;3T39E1qdNDLQWGEEwz6OOD;121.131;0.573;Queen;4.94e-06;4z3q8RPwbnRiiQJDUwMAwH;5;0.0339;4;89467;1;On Air;-12.307;0.265;0.1;2016-11-04;0.952
0.364;0gM8aSal7JJhaY8uc7nqUb;144.832;0.14;Queen;2.09e-05;4z3q8RPwbnRiiQJDUwMAwH;9;0.0388;4;294119;0;On Air;-8.602;0.629;0.216;2016-11-04;0.674
0.477;44yKxwbohCaMTREw0yFJiQ;131.864;0.453;Queen;0.00569;4z3q8RPwbnRiiQJDUwMAwH;4;0.0551;4;258619;1;On Air;-7.288;0.723;0.0823;2016-11-04;0.0307
0.468;0jc7vXN4Wkq4m4MyW47Hxt;119.462;0.454;Queen;0.000354;4z3q8RPwbnRiiQJDUwMAwH;7;0.0941;4;137132;1;On Air;-8.415;0.83;0.107;2016-11-04;0.01
0.455;2mhapLOReKm1DYoaQWOYjd;73.526;0.565;Queen;7.4e-05;4z3q8RPwbnRiiQJDUwMAwH;7;0.132;4;206779;1;On Air;-7.33;0.74;0.322;2016-11-04;0.0952
0.306;0DNx4zzQSjmYp8FwcfgBQb;166.618;0.464;Queen;6.93e-05;4z3q8RPwbnRiiQJDUwMAwH;4;0.0356;4;180022;0;On Air;-10.279;0.527;0.117;2016-11-04;0.0579
0.453;1QkkNOU7querG2IwAXDED5;83.425;0.362;Queen;2.96e-05;4z3q8RPwbnRiiQJDUwMAwH;11;0.199;4;95460;0;On Air;-10.091;0.412;0.116;2016-11-04;0.635
0.386;4UmQ5TjHfrldvFvts8sjp3;157.743;0.273;Queen;0.000133;4z3q8RPwbnRiiQJDUwMAwH;4;0.146;4;166553;0;On Air;-5.621;0.984;0.383;2016-11-04;0.0128
0.454;4DbyUIUv772HZinXJOnkZQ;91.289;0.513;Queen;5.05e-05;4z3q8RPwbnRiiQJDUwMAwH;2;0.0461;4;324167;1;On Air;-6.336;0.879;0.179;2016-11-04;0.102
0.222;5e1ChflY7qpMxkhuc1ZHmX;185.636;0.235;Queen;0.000877;4z3q8RPwbnRiiQJDUwMAwH;9;0.099;4;396903;1;On Air;-7.594;0.717;0.0658;2016-11-04;0.291
0.456;55DkO4Weza29g64sqnjAcD;64.137;0.126;Queen;0.000151;4z3q8RPwbnRiiQJDUwMAwH;5;0.03;4;191315;0;On Air;-12.36;0.235;0.107;2016-11-04;0.859
0.32;6GFaM5xxetzzM3u0cQ0W8A;134.161;0.146;Queen;0.00692;2tWmWIqaGRhHssZiGrkn8v;9;0.159;4;282813;1;A Night At The Odeon;-7.579;0.904;0.5;2015-11-13;0.0783
0.239;7gN8XRkWKby2pavYVxlop3;103.341;0.091;Queen;0.00178;2tWmWIqaGRhHssZiGrkn8v;2;0.258;4;319360;1;A Night At The Odeon;-8.018;0.921;0.928;2015-11-13;0.257
0.216;12xodeYdTeEer5sh1MS4yR;147.07;0.334;Queen;3.61e-05;2tWmWIqaGRhHssZiGrkn8v;9;0.0713;4;330840;0;A Night At The Odeon;-7.853;0.793;0.937;2015-11-13;0.445
0.354;6Fu1FoCYs5fY6DSJhdiidr;144.015;0.351;Queen;0;2tWmWIqaGRhHssZiGrkn8v;10;0.043;4;148307;1;A Night At The Odeon;-7.842;0.665;0.0973;2015-11-13;0.541
0.535;7ldeOTFYTDPg3AAlnOvfz7;125.116;0.456;Queen;0;2tWmWIqaGRhHssZiGrkn8v;10;0.0479;4;128147;1;A Night At The Odeon;-8.042;0.815;0.85;2015-11-13;0.202
0.336;4PsupPWetl51f6VOwh9Wtr;124.991;0.0607;Queen;0.0317;2tWmWIqaGRhHssZiGrkn8v;9;0.129;4;90013;0;A Night At The Odeon;-6.534;0.944;0.845;2015-11-13;0.0535
0.28;0FVRd4hfGPeXulM36htcmx;141.926;0.22;Queen;0.00522;2tWmWIqaGRhHssZiGrkn8v;3;0.0547;4;62040;1;A Night At The Odeon;-9.484;0.7;0.845;2015-11-13;0.882
0.4;7wfD3Lp6APcdGjW1gdu3ZO;123.943;0.324;Queen;0.413;2tWmWIqaGRhHssZiGrkn8v;7;0.0973;4;92213;1;A Night At The Odeon;-10.351;0.896;0.932;2015-11-13;0.544
0.251;0KIsbLa8tynh80RVbdRYcx;139.782;0.154;Queen;0.00112;2tWmWIqaGRhHssZiGrkn8v;4;0.215;4;143800;1;A Night At The Odeon;-7.803;0.94;0.604;2015-11-13;0.413
0.352;1okwzK6Jbb8ZEUQoxIKuyH;71.613;0.484;Queen;0.836;2tWmWIqaGRhHssZiGrkn8v;4;0.0692;4;397373;1;A Night At The Odeon;-11.02;0.765;0.827;2015-11-13;0.862
0.209;7wz5lPuMU8WLRKwELTWO6R;148.762;0.243;Queen;0.00103;2tWmWIqaGRhHssZiGrkn8v;9;0.288;4;104213;1;A Night At The Odeon;-8.389;0.929;0.991;2015-11-13;0.122
0.347;3ygqz8zfDlOZ2dXLWa8c3u;136.913;0.225;Queen;0.00216;2tWmWIqaGRhHssZiGrkn8v;9;0.195;4;272680;0;A Night At The Odeon;-8.6;0.943;0.778;2015-11-13;0.12
0.218;02WHYPA26ZEr43eZ68yuo4;153.823;0.117;Queen;0.0149;2tWmWIqaGRhHssZiGrkn8v;9;0.183;4;525213;1;A Night At The Odeon;-8.657;0.883;0.718;2015-11-13;0.0996
0.258;2GFc91rDsZsSVZihosUa4K;127.721;0.0373;Queen;0.000333;2tWmWIqaGRhHssZiGrkn8v;4;0.391;3;323773;0;A Night At The Odeon;-10.036;0.903;0.924;2015-11-13;0.428
0.238;5QJhJByPk2LgEsBfhqX9Sa;172.765;0.0829;Queen;2.3e-05;2tWmWIqaGRhHssZiGrkn8v;9;0.146;4;83680;0;A Night At The Odeon;-8.345;0.893;0.35;2015-11-13;0.00927
0.167;30ZsRQRQzviXx1g2XKK5gO;84.866;0.0343;Queen;0.00411;2tWmWIqaGRhHssZiGrkn8v;4;0.249;4;560720;0;A Night At The Odeon;-8.918;0.97;0.908;2015-11-13;0.11
0.302;3XylfxgZaabApvKxwZjVux;128.675;0.115;Queen;0.000325;2tWmWIqaGRhHssZiGrkn8v;7;0.186;4;190960;1;A Night At The Odeon;-6.451;0.946;0.66;2015-11-13;0.0758
0.175;5OFg3YorD8JoWFmzMNCYOT;163.476;0.334;Queen;0.000349;2tWmWIqaGRhHssZiGrkn8v;4;0.132;3;261947;1;A Night At The Odeon;-7.469;0.871;0.947;2015-11-13;0.0737
0.162;0a3O6y0ASHxTeh1YLKPcqU;110.225;0.478;Queen;0.645;2tWmWIqaGRhHssZiGrkn8v;7;0.0581;3;82533;1;A Night At The Odeon;-12.903;0.577;0.968;2015-11-13;0.565
0.145;0eDyduWnDNbUqlW9tCgaNF;184.371;0.288;Queen;0.617;7dDGrgcjzDmzXBfyinYIGQ;7;0.0525;5;77655;1;Live At The Rainbow;-19.149;0.386;0.372;2014-01-01;0.0275
0.288;1MgAkGDpwt6C5VhkWMWXG6;129.702;0.0918;Queen;0.00249;7dDGrgcjzDmzXBfyinYIGQ;9;0.151;4;297134;1;Live At The Rainbow;-6.716;0.906;0.691;2014-01-01;0.0053
0.218;0fqhXhWWibF6hciM4dwBE2;99.517;0.163;Queen;0.0544;7dDGrgcjzDmzXBfyinYIGQ;2;0.318;5;330402;1;Live At The Rainbow;-6.514;0.921;0.906;2014-01-01;0.00225
0.196;2TiWmVP2KnUkUjmKNN0c6r;79.004;0.177;Queen;0.0022;7dDGrgcjzDmzXBfyinYIGQ;7;0.217;4;354005;1;Live At The Rainbow;-6.443;0.873;0.687;2014-01-01;0.00248
0.271;2v1OcoUztBiIxTYDN8lqAg;73.913;0.2;Queen;1.94e-05;7dDGrgcjzDmzXBfyinYIGQ;9;0.0617;4;333890;0;Live At The Rainbow;-7.608;0.704;0.351;2014-01-01;0.0794
0.265;7ucf3Laa1L3Ouamp6VvyAN;145.684;0.298;Queen;0.000119;7dDGrgcjzDmzXBfyinYIGQ;4;0.315;4;245970;0;Live At The Rainbow;-6.719;0.904;0.936;2014-01-01;0.00682
0.391;2WHlaINTlpbQRJ5lQxM9Y3;76.176;0.33;Queen;0.00197;7dDGrgcjzDmzXBfyinYIGQ;5;0.0561;4;197045;1;Live At The Rainbow;-6.432;0.802;0.324;2014-01-01;0.0377
0.573;2L4B6kysGAXSJD8FSJQwen;118.503;0.773;Queen;1.31e-05;7dDGrgcjzDmzXBfyinYIGQ;0;0.0546;4;85039;0;Live At The Rainbow;-6.384;0.821;0.646;2014-01-01;0.0153
0.284;0EXpxtcQYF87uEoECRprQX;125.553;0.306;Queen;0.0108;7dDGrgcjzDmzXBfyinYIGQ;9;0.0805;4;95295;0;Live At The Rainbow;-5.585;0.95;0.207;2014-01-01;1.16e-05
0.433;4SB2TmRhEmZqwK3UVaCBhV;123.955;0.535;Queen;0.0294;7dDGrgcjzDmzXBfyinYIGQ;0;0.113;4;100014;1;Live At The Rainbow;-8.693;0.935;0.634;2014-01-01;0.137
0.247;3Ntnl28CNOifAtvcgAoZj2;149.45;0.541;Queen;0.0022;7dDGrgcjzDmzXBfyinYIGQ;7;0.244;4;224750;1;Live At The Rainbow;-6.482;0.926;0.656;2014-01-01;0.00433
0.323;5r3gVTPqJR3zfpH9j3NzH5;78.6;0.402;Queen;0.865;7dDGrgcjzDmzXBfyinYIGQ;9;0.0982;4;281244;1;Live At The Rainbow;-8.026;0.815;0.171;2014-01-01;0.541
0.251;5PBry0AKEvvh4AbOZ7tc08;142.743;0.157;Queen;0.000483;7dDGrgcjzDmzXBfyinYIGQ;9;0.427;4;134118;1;Live At The Rainbow;-7.405;0.884;0.239;2014-01-01;0.00498
0.259;33cELjikdPha8QUrz2xRQf;139.039;0.31;Queen;0.0261;7dDGrgcjzDmzXBfyinYIGQ;5;0.27;4;142106;1;Live At The Rainbow;-5.202;0.956;0.292;2014-01-01;0.000318
0.414;4D1BmEcT7yYkS5WGxnS2Iu;144.067;0.74;Queen;0.97;7dDGrgcjzDmzXBfyinYIGQ;6;0.0507;4;51017;1;Live At The Rainbow;-10.738;0.871;0.306;2014-01-01;0.00755
0.295;1DPgQLnBirGx4QCUee6aEi;136.015;0.191;Queen;0;7dDGrgcjzDmzXBfyinYIGQ;5;0.384;4;84495;1;Live At The Rainbow;-6.735;0.836;0.459;2014-01-01;0.0584
0.266;6Y43mLi4lYnZMuLvwTliIT;126.352;0.18;Queen;0.000904;7dDGrgcjzDmzXBfyinYIGQ;2;0.292;4;208206;1;Live At The Rainbow;-6.126;0.923;0.84;2014-01-01;0.00588
0.296;4hdRuA4aAx0k4Dvhl5z4IE;121.164;0.181;Queen;3.52e-05;7dDGrgcjzDmzXBfyinYIGQ;7;0.411;4;159825;1;Live At The Rainbow;-6.293;0.923;0.459;2014-01-01;0.0395
0.212;75HVEm9ESGxhvtvcG8pUus;77.141;0.242;Queen;0.103;7dDGrgcjzDmzXBfyinYIGQ;2;0.15;4;519099;1;Live At The Rainbow;-6.177;0.876;0.855;2014-01-01;0.002
0.297;2zhSNalgkquKNGQQoixb8s;124.018;0.4;Queen;2.06e-06;7dDGrgcjzDmzXBfyinYIGQ;2;0.0555;3;249618;1;Live At The Rainbow;-5.483;0.672;0.705;2014-01-01;0.0198
0.33;75FjIapdrBaCNLCSwBLXAn;148.863;0.131;Queen;0.00621;7dDGrgcjzDmzXBfyinYIGQ;5;0.186;1;91540;1;Live At The Rainbow;-6.962;0.921;0.272;2014-01-01;0.00148
0.164;2L1AxGoyGeRNzIbDW2q0Rm;107.491;0.0853;Queen;0.00879;7dDGrgcjzDmzXBfyinYIGQ;9;0.135;4;191649;0;Live At The Rainbow;-4.273;0.963;0.428;2014-01-01;0.00289
0.249;7scsjrWTqq8MsKs4wDidG4;97.999;0.269;Queen;7.79e-05;7dDGrgcjzDmzXBfyinYIGQ;2;0.259;4;247622;1;Live At The Rainbow;-5.357;0.939;0.394;2014-01-01;0.00416
0.264;7Ir16OTGhpdQbcPSMjo9c4;34.76;0.0939;Queen;0.809;7dDGrgcjzDmzXBfyinYIGQ;7;0.0588;3;76206;1;Live At The Rainbow;-10.84;0.582;0.984;2014-01-01;0.282
0.217;5glac8BiWSvB1ZVlfgfd7A;115.802;0.314;Queen;0.15;39YPL3W4Ug5ZFfpiulv2C7;7;0.0605;3;73185;1;Live At The Rainbow (Deluxe);-17.361;0.407;0.762;2014-01-01;0.198
0.143;0jt8op5qEolHsoQ4r6Lgnh;77.324;0.216;Queen;9.45e-06;39YPL3W4Ug5ZFfpiulv2C7;7;0.104;4;367237;1;Live At The Rainbow (Deluxe);-5.052;0.904;0.467;2014-01-01;0.114
0.23;0rhoF8mFhbRf7GIapkSzAR;102.812;0.159;Queen;1.89e-05;39YPL3W4Ug5ZFfpiulv2C7;2;0.182;3;326626;1;Live At The Rainbow (Deluxe);-6.005;0.936;0.826;2014-01-01;0.0683
0.224;0OdZ2cRDCLWTUhkWGSsUqo;147.531;0.538;Queen;6.3e-06;39YPL3W4Ug5ZFfpiulv2C7;11;0.0898;4;209967;0;Live At The Rainbow (Deluxe);-5.11;0.94;0.481;2014-01-01;0.0634
0.296;4eTHAePsFUOR2IXg8O1Ea6;80.811;0.304;Queen;0.901;39YPL3W4Ug5ZFfpiulv2C7;2;0.339;4;144807;1;Live At The Rainbow (Deluxe);-7.975;0.93;0.946;2014-01-01;0.751
0.235;67mwkw5WIunlyZmNAHZpkO;145.91;0.0424;Queen;0.000143;39YPL3W4Ug5ZFfpiulv2C7;4;0.269;4;121716;0;Live At The Rainbow (Deluxe);-6.247;0.921;0.464;2014-01-01;0.0362
0.213;6LiXJWsnqe79OG14Wel2BD;145.415;0.17;Queen;4.67e-05;39YPL3W4Ug5ZFfpiulv2C7;4;0.0596;4;348404;0;Live At The Rainbow (Deluxe);-6.384;0.741;0.728;2014-01-01;0.472
0.199;5bESDtHnS2YBHeYNKilvkQ;139.738;0.157;Queen;0.000582;39YPL3W4Ug5ZFfpiulv2C7;7;0.166;4;424083;1;Live At The Rainbow (Deluxe);-5.151;0.968;0.674;2014-01-01;0.00696
0.315;0Sl9pxMfB6uICvHLrptO68;160.453;0.35;Queen;0;39YPL3W4Ug5ZFfpiulv2C7;9;0.214;4;172236;0;Live At The Rainbow (Deluxe);-3.949;0.949;0.7;2014-01-01;0.542
0.324;2cM9pL0u4WigVzqb9U9V2u;138.145;0.177;Queen;0;39YPL3W4Ug5ZFfpiulv2C7;5;0.113;4;142423;1;Live At The Rainbow (Deluxe);-4.799;0.979;0.527;2014-01-01;0.0119
0.353;0kGmacLj3SCrfN5TpogUMr;144.525;0.725;Queen;0.915;39YPL3W4Ug5ZFfpiulv2C7;6;0.0669;3;27428;1;Live At The Rainbow (Deluxe);-10.851;0.97;0.357;2014-01-01;0.00842
0.321;6J0vcdJQFr4iukuBvnmXcf;137.074;0.233;Queen;0;39YPL3W4Ug5ZFfpiulv2C7;9;0.218;4;82916;1;Live At The Rainbow (Deluxe);-5.503;0.912;0.688;2014-01-01;0.108
0.231;1XMEuw4gvrpgRSDLxOpHgu;131.269;0.236;Queen;3.97e-06;39YPL3W4Ug5ZFfpiulv2C7;7;0.105;4;189847;1;Live At The Rainbow (Deluxe);-5.053;0.938;0.366;2014-01-01;0.0498
0.385;3zeXgXvMleb0d6EHhrva07;109.711;0.0805;Queen;0;39YPL3W4Ug5ZFfpiulv2C7;7;0.167;4;160582;1;Live At The Rainbow (Deluxe);-3.796;0.994;0.952;2014-01-01;0.00279
0.177;7KoyNgGP3wiWi6myrVFYYT;188.36;0.273;Queen;0;39YPL3W4Ug5ZFfpiulv2C7;2;0.164;4;271626;1;Live At The Rainbow (Deluxe);-4.998;0.926;0.765;2014-01-01;0.0272
0.182;5BaAp6exSFwX3UVNPLcRSW;82.548;0.155;Queen;0.00177;39YPL3W4Ug5ZFfpiulv2C7;2;0.109;4;507737;1;Live At The Rainbow (Deluxe);-5.363;0.943;0.965;2014-01-01;0.0513
0.146;5x9Uh5UeRTBAbE4SnEu7BX;167.213;0.375;Queen;1.03e-05;39YPL3W4Ug5ZFfpiulv2C7;9;0.0794;3;296105;1;Live At The Rainbow (Deluxe);-4.426;0.87;0.962;2014-01-01;0.108
0.145;2pdXGfqJqGdVghOeHHk5DT;184.371;0.288;Queen;0.617;39YPL3W4Ug5ZFfpiulv2C7;7;0.0525;5;77655;1;Live At The Rainbow (Deluxe);-19.149;0.386;0.372;2014-01-01;0.0275
0.288;21D3uyzEMxGgVOh1Ifk7di;129.702;0.0918;Queen;0.00249;39YPL3W4Ug5ZFfpiulv2C7;9;0.151;4;297134;1;Live At The Rainbow (Deluxe);-6.716;0.906;0.691;2014-01-01;0.0053
0.218;7o6z7JfsiHPzEILQlINTJc;99.517;0.163;Queen;0.0544;39YPL3W4Ug5ZFfpiulv2C7;2;0.318;5;330402;1;Live At The Rainbow (Deluxe);-6.514;0.921;0.906;2014-01-01;0.00225
0.196;3gArrZwEb0itj922x8gYxA;79.004;0.177;Queen;0.0022;39YPL3W4Ug5ZFfpiulv2C7;7;0.217;4;354005;1;Live At The Rainbow (Deluxe);-6.443;0.873;0.687;2014-01-01;0.00248
0.271;2qJNFBIA2GLYQyrwicZYqV;73.913;0.2;Queen;1.94e-05;39YPL3W4Ug5ZFfpiulv2C7;9;0.0617;4;333890;0;Live At The Rainbow (Deluxe);-7.608;0.704;0.351;2014-01-01;0.0794
0.265;1LlIP3vthhEQTjzXeDizDF;145.684;0.298;Queen;0.000119;39YPL3W4Ug5ZFfpiulv2C7;4;0.315;4;245970;0;Live At The Rainbow (Deluxe);-6.719;0.904;0.936;2014-01-01;0.00682
0.391;5gWZ9CknEr8fwL8sHmAsNB;76.176;0.33;Queen;0.00197;39YPL3W4Ug5ZFfpiulv2C7;5;0.0561;4;197045;1;Live At The Rainbow (Deluxe);-6.432;0.802;0.324;2014-01-01;0.0377
0.573;5OknKyLskTCdY0CIJZcTkF;118.503;0.773;Queen;1.31e-05;39YPL3W4Ug5ZFfpiulv2C7;0;0.0546;4;85039;0;Live At The Rainbow (Deluxe);-6.384;0.821;0.646;2014-01-01;0.0153
0.284;7ky0YmYzyfh8TMdPPSuoEu;125.553;0.306;Queen;0.0108;39YPL3W4Ug5ZFfpiulv2C7;9;0.0805;4;95295;0;Live At The Rainbow (Deluxe);-5.585;0.95;0.207;2014-01-01;1.16e-05
0.433;4FCJr5A2hevqlngwDMmcJ5;123.955;0.535;Queen;0.0294;39YPL3W4Ug5ZFfpiulv2C7;0;0.113;4;100014;1;Live At The Rainbow (Deluxe);-8.693;0.935;0.634;2014-01-01;0.137
0.247;0QuOtSLXgO3C7POuJQqsgO;149.45;0.541;Queen;0.0022;39YPL3W4Ug5ZFfpiulv2C7;7;0.244;4;224750;1;Live At The Rainbow (Deluxe);-6.482;0.926;0.656;2014-01-01;0.00433
0.323;4QXUtOtIpltDue5I6Ns45Y;78.6;0.402;Queen;0.865;39YPL3W4Ug5ZFfpiulv2C7;9;0.0982;4;281244;1;Live At The Rainbow (Deluxe);-8.026;0.815;0.171;2014-01-01;0.541
0.251;7AHA0SfSyf7u2BfgfINLdv;142.743;0.157;Queen;0.000483;39YPL3W4Ug5ZFfpiulv2C7;9;0.427;4;134118;1;Live At The Rainbow (Deluxe);-7.405;0.884;0.239;2014-01-01;0.00498
0.259;0EkQdXNXNFDg6t7P7Tv4ci;139.039;0.31;Queen;0.0261;39YPL3W4Ug5ZFfpiulv2C7;5;0.27;4;142106;1;Live At The Rainbow (Deluxe);-5.202;0.956;0.292;2014-01-01;0.000318
0.414;3k2qIAfXH1NdDuxksRtOqA;144.067;0.74;Queen;0.97;39YPL3W4Ug5ZFfpiulv2C7;6;0.0507;4;51017;1;Live At The Rainbow (Deluxe);-10.738;0.871;0.306;2014-01-01;0.00755
0.295;6eS1nNtY7dbUzOXH33jRGX;136.015;0.191;Queen;0;39YPL3W4Ug5ZFfpiulv2C7;5;0.384;4;84495;1;Live At The Rainbow (Deluxe);-6.735;0.836;0.459;2014-01-01;0.0584
0.266;3wmcr9z7oBaBoomDcIKchs;126.352;0.18;Queen;0.000904;39YPL3W4Ug5ZFfpiulv2C7;2;0.292;4;208206;1;Live At The Rainbow (Deluxe);-6.126;0.923;0.84;2014-01-01;0.00588
0.296;1D7CFK6547iY3MVCoUnuW4;121.164;0.181;Queen;3.52e-05;39YPL3W4Ug5ZFfpiulv2C7;7;0.411;4;159825;1;Live At The Rainbow (Deluxe);-6.293;0.923;0.459;2014-01-01;0.0395
0.212;32WOKUZ4BGAGIGRyZvdZXX;77.141;0.242;Queen;0.103;39YPL3W4Ug5ZFfpiulv2C7;2;0.15;4;519099;1;Live At The Rainbow (Deluxe);-6.177;0.876;0.855;2014-01-01;0.002
0.297;10wxi791hJtQh0ntAHojyr;124.018;0.4;Queen;2.06e-06;39YPL3W4Ug5ZFfpiulv2C7;2;0.0555;3;249618;1;Live At The Rainbow (Deluxe);-5.483;0.672;0.705;2014-01-01;0.0198
0.33;0iggYezUmlTFjEogK3Tn4c;148.863;0.131;Queen;0.00621;39YPL3W4Ug5ZFfpiulv2C7;5;0.186;1;91540;1;Live At The Rainbow (Deluxe);-6.962;0.921;0.272;2014-01-01;0.00148
0.164;3vqfjZ5gGb8SLvSQSYkvBO;107.491;0.0853;Queen;0.00879;39YPL3W4Ug5ZFfpiulv2C7;9;0.135;4;191649;0;Live At The Rainbow (Deluxe);-4.273;0.963;0.428;2014-01-01;0.00289
0.249;3TO97WKkYS8lUSQXNOE7Oe;97.999;0.269;Queen;7.79e-05;39YPL3W4Ug5ZFfpiulv2C7;2;0.259;4;247622;1;Live At The Rainbow (Deluxe);-5.357;0.939;0.394;2014-01-01;0.00416
0.264;6vGh4gDJIMF08cF006G3PA;34.76;0.0939;Queen;0.809;39YPL3W4Ug5ZFfpiulv2C7;7;0.0588;3;76206;1;Live At The Rainbow (Deluxe);-10.84;0.582;0.984;2014-01-01;0.282
0.25;0tepevQd1AtpuxKm4ayBSU;127.598;0.222;Queen;0.000299;0w4sTU4HG4QrEQrGqFLh7B;7;0.0702;4;337120;1;Hungarian Rhapsody (Live In Budapest / 1986);-9.041;0.815;0.82;2012-01-01;0.0078
0.279;6fzd8c1Rc9eSqVRC0P4EkI;144.095;0.244;Queen;3.81e-05;0w4sTU4HG4QrEQrGqFLh7B;7;0.0832;4;281653;1;Hungarian Rhapsody (Live In Budapest / 1986);-7.581;0.889;0.675;2012-01-01;0.0147
0.301;6LCj7hoE3zk6ouU70yIdjs;128.474;0.218;Queen;2.24e-06;0w4sTU4HG4QrEQrGqFLh7B;2;0.0339;3;136827;1;Hungarian Rhapsody (Live In Budapest / 1986);-8.517;0.499;0.288;2012-01-01;0.585
0.238;1xp03KHQMHMuI59IntVcZr;129.58;0.142;Queen;9.99e-05;0w4sTU4HG4QrEQrGqFLh7B;2;0.0641;4;100827;1;Hungarian Rhapsody (Live In Budapest / 1986);-7.66;0.887;0.593;2012-01-01;0.0359
0.384;7lXSclzYv5qzvJiGYZX5my;97.655;0.396;Queen;0;0w4sTU4HG4QrEQrGqFLh7B;2;0.041;4;107187;1;Hungarian Rhapsody (Live In Budapest / 1986);-8.014;0.871;0.693;2012-01-01;0.03
0.292;4KDbLXe2e1XBAfxklX2RmB;134.159;0.212;Queen;0.00284;0w4sTU4HG4QrEQrGqFLh7B;2;0.1;4;501000;1;Hungarian Rhapsody (Live In Budapest / 1986);-10.43;0.728;0.369;2012-01-01;0.0135
0.442;1vePSSc7zu6kNsJoAXDSLI;121.256;0.367;Queen;0;0w4sTU4HG4QrEQrGqFLh7B;2;0.121;4;229920;1;Hungarian Rhapsody (Live In Budapest / 1986);-8.513;0.854;0.462;2012-01-01;0.0862
0.664;2XiGPCZrZMJcBhBBGEwWCT;116.241;0.452;Queen;6.18e-06;0w4sTU4HG4QrEQrGqFLh7B;9;0.128;4;296307;0;Hungarian Rhapsody (Live In Budapest / 1986);-9.695;0.758;0.869;2012-01-01;0.0983
0.17;1n05nkGnCml2gbZKw1wIEp;149.781;0.0571;Queen;6.4e-06;0w4sTU4HG4QrEQrGqFLh7B;2;0.038;4;239120;0;Hungarian Rhapsody (Live In Budapest / 1986);-9.54;0.45;0.157;2012-01-01;0.305
0.474;644RV4CFzX9CseC76YFFbL;118.96;0.364;Queen;0.000181;0w4sTU4HG4QrEQrGqFLh7B;4;0.0482;4;213253;1;Hungarian Rhapsody (Live In Budapest / 1986);-9.11;0.71;0.974;2012-01-01;0.0531
0.296;2XGA6jTQyfwDhk9klmszBo;124.505;0.217;Queen;0.0662;0w4sTU4HG4QrEQrGqFLh7B;7;0.0457;3;218480;0;Hungarian Rhapsody (Live In Budapest / 1986);-10.7;0.678;0.695;2012-01-01;0.171
