danceability;track_id;tempo;valence;artist_name;instrumentalness;album_id;key;speechiness;time_signature;duration_ms;mode;album_name;loudness;energy;liveness;album_release_date;acousticness
0.379;3Nhjsn9HBPc2q7DOudNss6;134.166;0.267;Queen;0.000568;1Gnrd76EubInPV4KjOJ1Zr;9;0.112;4;265400;1;Sheer Heart Attack (Deluxe Edition 2011 Remaster);-7.611;0.904;0.45;1974-11-08;0.155
0.372;53LpqAiZj3EhtwMicNC157;147.315;0.526;Queen;4.13e-05;1Gnrd76EubInPV4KjOJ1Zr;4;0.142;4;204907;0;Sheer Heart Attack (Deluxe Edition 2011 Remaster);-5.869;0.796;0.295;1974-11-08;0.111
0.434;29ppFwnBuhalr2lf8oNssF;84.667;0.442;Queen;1.31e-05;1Gnrd76EubInPV4KjOJ1Zr;4;0.0338;4;178320;0;Sheer Heart Attack (Deluxe Edition 2011 Remaster);-7.566;0.598;0.104;1974-11-08;0.121
0.75;48VfXnnIPMBAGaWYoYLrfo;118.629;0.646;Queen;0;1Gnrd76EubInPV4KjOJ1Zr;0;0.475;4;137253;1;Sheer Heart Attack (Deluxe Edition 2011 Remaster);-9.832;0.344;0.0794;1974-11-08;0.83
0.223;3DmoFLqKHGN19HDpNkBeIl;128.17;0.214;Queen;0.000549;1Gnrd76EubInPV4KjOJ1Zr;2;0.0402;3;155840;1;Sheer Heart Attack (Deluxe Edition 2011 Remaster);-6.796;0.664;0.129;1974-11-08;0.116
0.415;2OJTHYZ0H54bQ6nlga0eFb;58.883;0.386;Queen;0.0472;1rjtzyJM3m6PDcFtwp7JZm;7;0.032;3;73133;1;Queen II (2011 Remaster);-23.459;0.0725;0.137;1974-03-08;0.699
0.155;2EPr6Qn40O2eP9sSJ3XGNb;155.32;0.21;Queen;6.78e-05;1rjtzyJM3m6PDcFtwp7JZm;0;0.0541;4;373853;1;Queen II (2011 Remaster);-11.086;0.646;0.188;1974-03-08;0.208
0.242;60ZltR0ozZG8UQTMWJUZ3N;153.293;0.173;Queen;3.79e-05;1rjtzyJM3m6PDcFtwp7JZm;9;0.0358;4;273200;0;Queen II (2011 Remaster);-12.441;0.296;0.133;1974-03-08;0.829
0.337;1qieOfMi7zdF8PAEfP4Bf6;117.597;0.693;Queen;0.0151;1rjtzyJM3m6PDcFtwp7JZm;2;0.0364;4;262200;1;Queen II (2011 Remaster);-13.872;0.573;0.0792;1974-03-08;0.265
0.386;1M92XvoIYkryjEIF1AkMvw;145.113;0.701;Queen;2.68e-06;1rjtzyJM3m6PDcFtwp7JZm;2;0.157;4;241187;1;Queen II (2011 Remaster);-8.035;0.813;0.152;1974-03-08;0.0346
0.271;5XgP1zWqfEZGpJmkiQioeL;108.592;0.252;Queen;0.00744;1rjtzyJM3m6PDcFtwp7JZm;2;0.0928;4;248453;1;Queen II (2011 Remaster);-9.629;0.823;0.55;1974-03-08;0.405
0.441;4qchtDVdEdtyPpvnTGRECQ;159.15;0.714;Queen;0.0113;1rjtzyJM3m6PDcFtwp7JZm;0;0.0909;4;160987;1;Queen II (2011 Remaster);-8.628;0.897;0.121;1974-03-08;0.248
0.366;6Qe3ywoctL3oZqhUqVEMt4;117.705;0.177;Queen;2.9e-06;1rjtzyJM3m6PDcFtwp7JZm;5;0.0367;3;78667;1;Queen II (2011 Remaster);-11.527;0.398;0.13;1974-03-08;0.873
0.332;50nfWAbObRbHNSFoTrx5CV;112.307;0.145;Queen;1.3e-05;1rjtzyJM3m6PDcFtwp7JZm;9;0.0787;4;392947;0;Queen II (2011 Remaster);-8.44;0.687;0.64;1974-03-08;0.0904
0.444;53Z6U9s3VFRZNr2viONAb8;145.482;0.413;Queen;7.85e-05;1rjtzyJM3m6PDcFtwp7JZm;0;0.081;4;169760;1;Queen II (2011 Remaster);-8.388;0.945;0.346;1974-03-08;0.00318
0.317;15YZ80shvljAv8n6tqrIot;126.894;0.439;Queen;0.0168;1rjtzyJM3m6PDcFtwp7JZm;2;0.104;4;168973;1;Queen II (2011 Remaster);-6.089;0.896;0.253;1974-03-08;0.122
0.415;43irj8tIvGbqfoHVNT0OUS;58.883;0.386;Queen;0.0472;0YpxBancYcVg9aLnZerBQg;7;0.032;3;73133;1;Queen II (Deluxe Edition 2011 Remaster);-23.459;0.0725;0.137;1974-03-08;0.699
0.155;2LnANe1yg7W8WBnAN7q9xd;155.32;0.21;Queen;6.78e-05;0YpxBancYcVg9aLnZerBQg;0;0.0541;4;373853;1;Queen II (Deluxe Edition 2011 Remaster);-11.086;0.646;0.188;1974-03-08;0.208
0.242;1z6gIEOUMvc7atlYd1IxQX;153.293;0.173;Queen;3.79e-05;0YpxBancYcVg9aLnZerBQg;9;0.0358;4;273200;0;Queen II (Deluxe Edition 2011 Remaster);-12.441;0.296;0.133;1974-03-08;0.829
0.337;73ALEi8elnPie6NwjTPHvg;117.597;0.693;Queen;0.0151;0YpxBancYcVg9aLnZerBQg;2;0.0364;4;262200;1;Queen II (Deluxe Edition 2011 Remaster);-13.872;0.573;0.0792;1974-03-08;0.265
0.386;6Vnctb3SiGt7MHfHMPok0x;145.113;0.701;Queen;2.68e-06;0YpxBancYcVg9aLnZerBQg;2;0.157;4;241187;1;Queen II (Deluxe Edition 2011 Remaster);-8.035;0.813;0.152;1974-03-08;0.0346
0.271;0XtUegsu3ILQxeQU9c0Ci9;108.592;0.252;Queen;0.00744;0YpxBancYcVg9aLnZerBQg;2;0.0928;4;248453;1;Queen II (Deluxe Edition 2011 Remaster);-9.629;0.823;0.55;1974-03-08;0.405
0.441;2oEKT3Ph7tE9vlufW6Xr2I;159.15;0.714;Queen;0.0113;0YpxBancYcVg9aLnZerBQg;0;0.0909;4;160987;1;Queen II (Deluxe Edition 2011 Remaster);-8.628;0.897;0.121;1974-03-08;0.248
0.366;0UmYue7MXtUxfuCSPf1T9V;117.705;0.177;Queen;2.9e-06;0YpxBancYcVg9aLnZerBQg;5;0.0367;3;78667;1;Queen II (Deluxe Edition 2011 Remaster);-11.527;0.398;0.13;1974-03-08;0.873
0.332;4HC9C4g8oYVQFbgw2mwZkS;112.307;0.145;Queen;1.3e-05;0YpxBancYcVg9aLnZerBQg;9;0.0787;4;392947;0;Queen II (Deluxe Edition 2011 Remaster);-8.44;0.687;0.64;1974-03-08;0.0904
0.444;5XOO1SHulrIp1VylFod7b7;145.482;0.413;Queen;7.85e-05;0YpxBancYcVg9aLnZerBQg;0;0.081;4;169760;1;Queen II (Deluxe Edition 2011 Remaster);-8.388;0.945;0.346;1974-03-08;0.00318
0.317;4WYYmEaGbZy3YCVWwDvIMR;126.894;0.439;Queen;0.0168;0YpxBancYcVg9aLnZerBQg;2;0.104;4;168973;1;Queen II (Deluxe Edition 2011 Remaster);-6.089;0.896;0.253;1974-03-08;0.122
0.197;6zExf5TOEG2mXsn7eIPSIH;172.263;0.395;Queen;0.0056;0YpxBancYcVg9aLnZerBQg;0;0.0643;3;262200;1;Queen II (Deluxe Edition 2011 Remaster);-8.954;0.663;0.233;1974-03-08;0.00201
0.229;6CtbflnI0tt5vPaFspM6bA;146.933;0.364;Queen;0.000115;0YpxBancYcVg9aLnZerBQg;9;0.0499;4;332893;0;Queen II (Deluxe Edition 2011 Remaster);-7.701;0.737;0.974;1974-03-08;0.324
0.42;4QxclyZSGtSF0wp9ccuLUM;128.813;0.531;Queen;0.848;0YpxBancYcVg9aLnZerBQg;2;0.0511;4;189173;1;Queen II (Deluxe Edition 2011 Remaster);-8.302;0.878;0.239;1974-03-08;0.176
0.417;6moib7trvlHzw2yB4rsGk9;123.421;0.562;Queen;3.3e-05;0YpxBancYcVg9aLnZerBQg;5;0.0332;4;87893;1;Queen II (Deluxe Edition 2011 Remaster);-11.083;0.31;0.1;1974-03-08;0.938
0.183;68CcQckln9GNiESxUg4ZjI;169.81;0.448;Queen;0.000443;0YpxBancYcVg9aLnZerBQg;4;0.0634;3;271693;1;Queen II (Deluxe Edition 2011 Remaster);-8.76;0.727;0.121;1974-03-08;0.196
0.442;3sEoqiXNA1sjcY42cZKm6M;134.21;0.585;Queen;7.31e-05;4Vu6gMiQx2N61fVjPoPdmZ;9;0.0744;4;227467;1;Queen (2011 Remaster);-9.546;0.736;0.157;1973-07-13;0.257
0.339;54YSVrKWYrCcGKWHDTFQRf;93.013;0.182;Queen;2.71e-05;4Vu6gMiQx2N61fVjPoPdmZ;9;0.0344;4;249213;1;Queen (2011 Remaster);-12.334;0.286;0.085;1973-07-13;0.752
0.35;5Ibn77JWpFlWcbLbimZfrb;135.252;0.416;Queen;0.000622;4Vu6gMiQx2N61fVjPoPdmZ;4;0.2;4;342880;0;Queen (2011 Remaster);-12.339;0.845;0.111;1973-07-13;0.0424
0.3;72H6t1yf69iIYl7Ndr9A1h;95.663;0.241;Queen;0.00613;4Vu6gMiQx2N61fVjPoPdmZ;2;0.0333;4;248280;0;Queen (2011 Remaster);-10.124;0.547;0.134;1973-07-13;0.409
0.217;1eFHqf4FBRhSyb0W0JvBVz;79.181;0.275;Queen;0.0775;4Vu6gMiQx2N61fVjPoPdmZ;2;0.153;4;383907;1;Queen (2011 Remaster);-7.202;0.784;0.195;1973-07-13;0.00252
0.406;2dvyQZ04ai4hFRlU3WbTZN;142.792;0.637;Queen;0.00219;4Vu6gMiQx2N61fVjPoPdmZ;7;0.0633;4;263027;1;Queen (2011 Remaster);-12.374;0.57;0.396;1973-07-13;0.692
0.469;5tmDz0PLw4BmWZJscHARMo;115.75;0.583;Queen;6.96e-05;4Vu6gMiQx2N61fVjPoPdmZ;4;0.0734;4;108173;0;Queen (2011 Remaster);-9.151;0.935;0.831;1973-07-13;0.0561
0.328;3jcUWALAgoE8E0mY3txrDO;144.832;0.724;Queen;0.0857;4Vu6gMiQx2N61fVjPoPdmZ;2;0.0434;4;199533;1;Queen (2011 Remaster);-7.842;0.723;0.369;1973-07-13;0.13
0.367;3Mzw6WJkn4G9q3vWs5SiVs;115.08;0.589;Queen;1.49e-06;4Vu6gMiQx2N61fVjPoPdmZ;9;0.172;4;224173;1;Queen (2011 Remaster);-7.065;0.747;0.181;1973-07-13;0.137
0.245;6V3vCShqRYELbKLuDxuGtI;64.517;0.043;Queen;0.963;4Vu6gMiQx2N61fVjPoPdmZ;2;0.0409;4;76573;1;Queen (2011 Remaster);-13.372;0.458;0.154;1973-07-13;0.718
0.442;0oTI4Aqtev35ooM7KY930l;134.21;0.585;Queen;7.31e-05;6YwX6crCLDQTE8ZbtdzFUh;9;0.0744;4;227467;1;Queen (Deluxe Edition 2011 Remaster);-9.546;0.736;0.157;1973-07-13;0.257
0.339;7LCX6CXCieo7KrNNVVphIh;93.013;0.182;Queen;2.71e-05;6YwX6crCLDQTE8ZbtdzFUh;9;0.0344;4;249213;1;Queen (Deluxe Edition 2011 Remaster);-12.334;0.286;0.085;1973-07-13;0.752
0.35;5Qp5D7Gdi5hphr9MEZJiVo;135.252;0.416;Queen;0.000622;6YwX6crCLDQTE8ZbtdzFUh;4;0.2;4;342880;0;Queen (Deluxe Edition 2011 Remaster);-12.339;0.845;0.111;1973-07-13;0.0424
0.3;6q1rrY7FBYuODpP0OCOitf;95.663;0.241;Queen;0.00613;6YwX6crCLDQTE8ZbtdzFUh;2;0.0333;4;248280;0;Queen (Deluxe Edition 2011 Remaster);-10.124;0.547;0.134;1973-07-13;0.409
0.217;1esdOqLn4DYSnoqujLs7IA;79.181;0.275;Queen;0.0775;6YwX6crCLDQTE8ZbtdzFUh;2;0.153;4;383907;1;Queen (Deluxe Edition 2011 Remaster);-7.202;0.784;0.195;1973-07-13;0.00252
0.406;0uw3IybTZdspd55UwZIx1J;142.792;0.637;Queen;0.00219;6YwX6crCLDQTE8ZbtdzFUh;7;0.0633;4;263027;1;Queen (Deluxe Edition 2011 Remaster);-12.374;0.57;0.396;1973-07-13;0.692
0.469;4SLYZBk205QMJeOf3I4JuI;115.75;0.583;Queen;6.96e-05;6YwX6crCLDQTE8ZbtdzFUh;4;0.0734;4;108173;0;Queen (Deluxe Edition 2011 Remaster);-9.151;0.935;0.831;1973-07-13;0.0561
0.328;6bIA8Y5TnQmnApC5R6oOQ3;144.832;0.724;Queen;0.0857;6YwX6crCLDQTE8ZbtdzFUh;2;0.0434;4;199533;1;Queen (Deluxe Edition 2011 Remaster);-7.842;0.723;0.369;1973-07-13;0.13
0.367;2u0zaP27DuxKyU0IHMFnuF;115.08;0.589;Queen;1.49e-06;6YwX6crCLDQTE8ZbtdzFUh;9;0.172;4;224173;1;Queen (Deluxe Edition 2011 Remaster);-7.065;0.747;0.181;1973-07-13;0.137
0.245;710rymKyaC6XjY7CBpjYpb;64.517;0.043;Queen;0.963;6YwX6crCLDQTE8ZbtdzFUh;2;0.0409;4;76573;1;Queen (Deluxe Edition 2011 Remaster);-13.372;0.458;0.154;1973-07-13;0.718
0.463;5cWV61fOUtcesIrA9vVfGT;133.829;0.374;Queen;1.98e-05;6YwX6crCLDQTE8ZbtdzFUh;9;0.171;4;230173;1;Queen (Deluxe Edition 2011 Remaster);-9.063;0.886;0.422;1973-07-13;0.321
0.371;3mCG3P9mDbiPKvWD8956CY;143.199;0.645;Queen;3.84e-05;6YwX6crCLDQTE8ZbtdzFUh;4;0.0528;4;262560;0;Queen (Deluxe Edition 2011 Remaster);-10.476;0.556;0.371;1973-07-13;0.719
0.337;09bBW3fG0rNj6CUTsQKEFa;131.385;0.493;Queen;0.000137;6YwX6crCLDQTE8ZbtdzFUh;4;0.103;4;367680;0;Queen (Deluxe Edition 2011 Remaster);-8.608;0.888;0.13;1973-07-13;0.192
0.23;25innbpSX3VMnfI8tRwzMx;201.793;0.493;Queen;9.51e-05;6YwX6crCLDQTE8ZbtdzFUh;9;0.0629;3;304733;1;Queen (Deluxe Edition 2011 Remaster);-7.953;0.717;0.223;1973-07-13;0.595
0.264;46gP62DVmyvT8Yt3XMt9qo;143.464;0.409;Queen;0.0225;6YwX6crCLDQTE8ZbtdzFUh;2;0.0762;4;472227;1;Queen (Deluxe Edition 2011 Remaster);-9.082;0.887;0.595;1973-07-13;0.0707
0.611;2PNGzkYgkFD50qJy4mTvxb;138.569;0.638;Queen;0;6YwX6crCLDQTE8ZbtdzFUh;1;0.13;4;202653;1;Queen (Deluxe Edition 2011 Remaster);-9.07;0.731;0.123;1973-07-13;0.347
